BioInfer.d3.s1.p0	N	Thus, PROTEIN has an important role in synapse formation and in the organization of PROTEIN , PROTEIN1 , and PROTEIN2 at the neuromuscular synapse.
BioInfer.d3.s1.p1	N	Thus, PROTEIN has an important role in synapse formation and in the organization of PROTEIN2 , PROTEIN1 , and PROTEIN at the neuromuscular synapse.
BioInfer.d3.s1.p2	P	Thus, PROTEIN2 has an important role in synapse formation and in the organization of PROTEIN , PROTEIN1 , and PROTEIN at the neuromuscular synapse.
BioInfer.d3.s1.p3	N	Thus, PROTEIN has an important role in synapse formation and in the organization of PROTEIN2 , PROTEIN , and PROTEIN1 at the neuromuscular synapse.
BioInfer.d3.s1.p4	P	Thus, PROTEIN2 has an important role in synapse formation and in the organization of PROTEIN , PROTEIN , and PROTEIN1 at the neuromuscular synapse.
BioInfer.d3.s1.p5	P	Thus, PROTEIN2 has an important role in synapse formation and in the organization of PROTEIN1 , PROTEIN , and PROTEIN at the neuromuscular synapse.
BioInfer.d4.s0.p0	P	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN , PROTEIN  PROTEIN , and PROTEIN1 is not affected by the differential PROTEIN2 expression.
BioInfer.d4.s0.p1	N	Abundance of PROTEIN2 , PROTEIN , PROTEIN and PROTEIN , PROTEIN  PROTEIN , and PROTEIN1 is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p2	N	Abundance of PROTEIN , PROTEIN , PROTEIN2 and PROTEIN , PROTEIN  PROTEIN , and PROTEIN1 is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p3	N	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN , PROTEIN2  PROTEIN , and PROTEIN1 is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p4	N	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN2 , PROTEIN  PROTEIN , and PROTEIN1 is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p5	N	Abundance of PROTEIN , PROTEIN2 , PROTEIN and PROTEIN , PROTEIN  PROTEIN , and PROTEIN1 is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p6	N	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN , PROTEIN  PROTEIN2 , and PROTEIN1 is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p7	P	Abundance of PROTEIN2 , PROTEIN , PROTEIN and PROTEIN , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN1 expression.
BioInfer.d4.s0.p8	P	Abundance of PROTEIN , PROTEIN , PROTEIN2 and PROTEIN , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN1 expression.
BioInfer.d4.s0.p9	P	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN , PROTEIN2  PROTEIN , and PROTEIN is not affected by the differential PROTEIN1 expression.
BioInfer.d4.s0.p10	P	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN2 , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN1 expression.
BioInfer.d4.s0.p11	P	Abundance of PROTEIN , PROTEIN2 , PROTEIN and PROTEIN , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN1 expression.
BioInfer.d4.s0.p12	N	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN , PROTEIN  PROTEIN2 , and PROTEIN is not affected by the differential PROTEIN1 expression.
BioInfer.d4.s0.p13	N	Abundance of PROTEIN1 , PROTEIN , PROTEIN2 and PROTEIN , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p14	N	Abundance of PROTEIN1 , PROTEIN , PROTEIN and PROTEIN , PROTEIN2  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p15	N	Abundance of PROTEIN1 , PROTEIN , PROTEIN and PROTEIN2 , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p16	N	Abundance of PROTEIN1 , PROTEIN2 , PROTEIN and PROTEIN , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p17	N	Abundance of PROTEIN1 , PROTEIN , PROTEIN and PROTEIN , PROTEIN  PROTEIN2 , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p18	N	Abundance of PROTEIN , PROTEIN , PROTEIN1 and PROTEIN , PROTEIN2  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p19	N	Abundance of PROTEIN , PROTEIN , PROTEIN1 and PROTEIN2 , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p20	N	Abundance of PROTEIN , PROTEIN2 , PROTEIN1 and PROTEIN , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p21	N	Abundance of PROTEIN , PROTEIN , PROTEIN1 and PROTEIN , PROTEIN  PROTEIN2 , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p22	N	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN2 , PROTEIN1  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p23	N	Abundance of PROTEIN , PROTEIN2 , PROTEIN and PROTEIN , PROTEIN1  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p24	P	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN , PROTEIN1  PROTEIN2 , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p25	N	Abundance of PROTEIN , PROTEIN2 , PROTEIN and PROTEIN1 , PROTEIN  PROTEIN , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p26	N	Abundance of PROTEIN , PROTEIN , PROTEIN and PROTEIN1 , PROTEIN  PROTEIN2 , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d4.s0.p27	N	Abundance of PROTEIN , PROTEIN1 , PROTEIN and PROTEIN , PROTEIN  PROTEIN2 , and PROTEIN is not affected by the differential PROTEIN expression.
BioInfer.d5.s0.p0	P	Acanthamoeba PROTEIN1 and PROTEIN2 can be cross-linked between glutamic acid 364 of PROTEIN and lysine 115 of PROTEIN .
BioInfer.d5.s0.p1	N	Acanthamoeba PROTEIN1 and PROTEIN can be cross-linked between glutamic acid 364 of PROTEIN2 and lysine 115 of PROTEIN .
BioInfer.d5.s0.p2	N	Acanthamoeba PROTEIN1 and PROTEIN can be cross-linked between glutamic acid 364 of PROTEIN and lysine 115 of PROTEIN2 .
BioInfer.d5.s0.p3	N	Acanthamoeba PROTEIN and PROTEIN1 can be cross-linked between glutamic acid 364 of PROTEIN2 and lysine 115 of PROTEIN .
BioInfer.d5.s0.p4	N	Acanthamoeba PROTEIN and PROTEIN1 can be cross-linked between glutamic acid 364 of PROTEIN and lysine 115 of PROTEIN2 .
BioInfer.d5.s0.p5	P	Acanthamoeba PROTEIN and PROTEIN can be cross-linked between glutamic acid 364 of PROTEIN1 and lysine 115 of PROTEIN2 .
BioInfer.d5.s1.p0	P	Acanthamoeba PROTEIN1 was cross-linked to PROTEIN2 via a zero-length isopeptide bond using carbodiimide.
BioInfer.d5.s2.p0	N	Since the NH2 terminus of PROTEIN1 is blocked, Edman degradation gave only the sequence of the conjugated PROTEIN2 CNBr fragment beginning with Trp-356.
BioInfer.d6.s0.p0	P	Acanthamoeba PROTEIN2 affects the mechanical properties of nonfilamentous PROTEIN1 .
BioInfer.d6.s1.p0	P	In contrast, PROTEIN1 had little effect on the rigidity and viscosity of PROTEIN2 filaments.
BioInfer.d6.s2.p0	N	We speculate that nonfilamentous PROTEIN2 and PROTEIN1 , both of which form shear-sensitive structures, can be modeled as flocculant materials.
BioInfer.d7.s0.p0	N	Acanthamoeba PROTEIN has similar but weaker effects on PROTEIN2 , requiring 5 to 10 times more PROTEIN1 than with amoeba PROTEIN .
BioInfer.d7.s0.p1	N	Acanthamoeba PROTEIN has similar but weaker effects on PROTEIN , requiring 5 to 10 times more PROTEIN1 than with amoeba PROTEIN2 .
BioInfer.d7.s0.p2	N	Acanthamoeba PROTEIN2 has similar but weaker effects on PROTEIN , requiring 5 to 10 times more PROTEIN1 than with amoeba PROTEIN .
BioInfer.d7.s0.p3	N	Acanthamoeba PROTEIN has similar but weaker effects on PROTEIN1 , requiring 5 to 10 times more PROTEIN than with amoeba PROTEIN2 .
BioInfer.d7.s0.p4	P	Acanthamoeba PROTEIN2 has similar but weaker effects on PROTEIN1 , requiring 5 to 10 times more PROTEIN than with amoeba PROTEIN .
BioInfer.d7.s0.p5	N	Acanthamoeba PROTEIN2 has similar but weaker effects on PROTEIN , requiring 5 to 10 times more PROTEIN than with amoeba PROTEIN1 .
BioInfer.d7.s1.p0	P	Acanthamoeba PROTEIN2 strongly inhibits in a concentration-dependent fashion the rate and extent of Acanthamoeba PROTEIN1 polymerization in 50 mM KCl.
BioInfer.d7.s2.p0	P	Addition of PROTEIN1 to polymerized PROTEIN2 causes it to depolymerize until a new steady-state, dependent on PROTEIN concentration, is achieved.
BioInfer.d7.s2.p1	N	Addition of PROTEIN1 to polymerized PROTEIN causes it to depolymerize until a new steady-state, dependent on PROTEIN2 concentration, is achieved.
BioInfer.d7.s2.p2	N	Addition of PROTEIN to polymerized PROTEIN1 causes it to depolymerize until a new steady-state, dependent on PROTEIN2 concentration, is achieved.
BioInfer.d7.s3.p0	N	Mechanism of action of Acanthamoeba PROTEIN1 : demonstration of PROTEIN2 species specificity and regulation by micromolar concentrations of MgCl2.
BioInfer.d7.s4.p0	P	MgCl2 strongly inhibits these effects of PROTEIN2 , most likely by binding to the high-affinity divalent cation site on the PROTEIN1 .
BioInfer.d8.s0.p0	N	Accordingly, PROTEIN2 is also found in these structures, again in the absence of PROTEIN1 .
BioInfer.d8.s1.p0	P	In addition to its presence in cell-cell adhesion sites, we have found PROTEIN1 , but not PROTEIN2 , in the Z-discs of heart and skeletal striated muscles.
BioInfer.d9.s0.p0	N	A chimera consisting of the PROTEIN -binding region of PROTEIN1 linked to the amino terminus of PROTEIN behaves as a monomer in solution, as expected, since PROTEIN2 binding disrupts the PROTEIN dimer.
BioInfer.d9.s0.p1	P	A chimera consisting of the PROTEIN -binding region of PROTEIN1 linked to the amino terminus of PROTEIN2 behaves as a monomer in solution, as expected, since PROTEIN binding disrupts the PROTEIN dimer.
BioInfer.d9.s0.p2	N	A chimera consisting of the PROTEIN -binding region of PROTEIN1 linked to the amino terminus of PROTEIN behaves as a monomer in solution, as expected, since PROTEIN binding disrupts the PROTEIN2 dimer.
BioInfer.d9.s0.p3	P	A chimera consisting of the PROTEIN2 -binding region of PROTEIN1 linked to the amino terminus of PROTEIN behaves as a monomer in solution, as expected, since PROTEIN binding disrupts the PROTEIN dimer.
BioInfer.d9.s0.p4	N	A chimera consisting of the PROTEIN -binding region of PROTEIN linked to the amino terminus of PROTEIN2 behaves as a monomer in solution, as expected, since PROTEIN1 binding disrupts the PROTEIN dimer.
BioInfer.d9.s0.p5	P	A chimera consisting of the PROTEIN -binding region of PROTEIN linked to the amino terminus of PROTEIN behaves as a monomer in solution, as expected, since PROTEIN1 binding disrupts the PROTEIN2 dimer.
BioInfer.d9.s0.p6	N	A chimera consisting of the PROTEIN2 -binding region of PROTEIN linked to the amino terminus of PROTEIN behaves as a monomer in solution, as expected, since PROTEIN1 binding disrupts the PROTEIN dimer.
BioInfer.d9.s0.p7	N	A chimera consisting of the PROTEIN -binding region of PROTEIN linked to the amino terminus of PROTEIN1 behaves as a monomer in solution, as expected, since PROTEIN binding disrupts the PROTEIN2 dimer.
BioInfer.d9.s0.p8	N	A chimera consisting of the PROTEIN2 -binding region of PROTEIN linked to the amino terminus of PROTEIN1 behaves as a monomer in solution, as expected, since PROTEIN binding disrupts the PROTEIN dimer.
BioInfer.d9.s0.p9	N	A chimera consisting of the PROTEIN2 -binding region of PROTEIN linked to the amino terminus of PROTEIN behaves as a monomer in solution, as expected, since PROTEIN binding disrupts the PROTEIN1 dimer.
BioInfer.d10.s0.p0	P	Acidic domain of the PROTEIN2 ( PROTEIN ) of vesicular stomatitis virus differentially interacts with homologous and heterologous PROTEIN1 ( PROTEIN ).
BioInfer.d10.s0.p1	P	Acidic domain of the PROTEIN ( PROTEIN2 ) of vesicular stomatitis virus differentially interacts with homologous and heterologous PROTEIN1 ( PROTEIN ).
BioInfer.d10.s0.p2	N	Acidic domain of the PROTEIN ( PROTEIN ) of vesicular stomatitis virus differentially interacts with homologous and heterologous PROTEIN1 ( PROTEIN2 ).
BioInfer.d10.s0.p3	N	Acidic domain of the PROTEIN1 ( PROTEIN2 ) of vesicular stomatitis virus differentially interacts with homologous and heterologous PROTEIN ( PROTEIN ).
BioInfer.d10.s0.p4	P	Acidic domain of the PROTEIN1 ( PROTEIN ) of vesicular stomatitis virus differentially interacts with homologous and heterologous PROTEIN ( PROTEIN2 ).
BioInfer.d10.s0.p5	P	Acidic domain of the PROTEIN ( PROTEIN1 ) of vesicular stomatitis virus differentially interacts with homologous and heterologous PROTEIN ( PROTEIN2 ).
BioInfer.d11.s0.p0	N	A common feature of these PROTEIN2 -positive domains is the deep membrane infoldings, where bundles of PROTEIN1 filaments are inserted into the membrane.
BioInfer.d12.s0.p0	P	A core activity associated with the N terminus of the yeast PROTEIN protein is revealed by PROTEIN2 overexpression suppression of C-terminal PROTEIN1 truncation alleles.
BioInfer.d12.s0.p1	N	A core activity associated with the N terminus of the yeast PROTEIN2 protein is revealed by PROTEIN overexpression suppression of C-terminal PROTEIN1 truncation alleles.
BioInfer.d12.s0.p2	N	A core activity associated with the N terminus of the yeast PROTEIN2 protein is revealed by PROTEIN1 overexpression suppression of C-terminal PROTEIN truncation alleles.
BioInfer.d13.s0.p0	P	PROTEIN1 appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN2 .
BioInfer.d13.s0.p1	P	PROTEIN1 appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN2 function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d13.s0.p2	P	PROTEIN1 appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN2 polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d13.s0.p3	N	PROTEIN1 appears to control at least four functions that collectively lead to PROTEIN2 -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d13.s0.p4	P	PROTEIN1 appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN2 polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d13.s0.p5	N	PROTEIN appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN2 function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN1 .
BioInfer.d13.s0.p6	N	PROTEIN appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN2 polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN1 .
BioInfer.d13.s0.p7	P	PROTEIN appears to control at least four functions that collectively lead to PROTEIN2 -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN1 .
BioInfer.d13.s0.p8	N	PROTEIN appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN2 polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN1 .
BioInfer.d13.s0.p9	N	PROTEIN appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN1 function, (3) transformation of PROTEIN2 polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d13.s0.p10	P	PROTEIN appears to control at least four functions that collectively lead to PROTEIN2 -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN1 function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d13.s0.p11	N	PROTEIN appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN2 polymerization, (2) polarization of PROTEIN1 function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d13.s0.p12	P	PROTEIN appears to control at least four functions that collectively lead to PROTEIN2 -based motility: (1) initiation of PROTEIN polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN1 polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d13.s0.p13	N	PROTEIN appears to control at least four functions that collectively lead to PROTEIN -based motility: (1) initiation of PROTEIN2 polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN1 polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d13.s0.p14	P	PROTEIN appears to control at least four functions that collectively lead to PROTEIN1 -based motility: (1) initiation of PROTEIN2 polymerization, (2) polarization of PROTEIN function, (3) transformation of PROTEIN polymerization into a motile force and (4) acceleration of movement mediated by the host protein PROTEIN .
BioInfer.d14.s0.p0	N	PROTEIN such as PROTEIN and PROTEIN1 bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric PROTEIN2 .
BioInfer.d14.s0.p1	P	PROTEIN2 such as PROTEIN and PROTEIN1 bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric PROTEIN .
BioInfer.d14.s0.p2	N	PROTEIN such as PROTEIN2 and PROTEIN1 bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric PROTEIN .
BioInfer.d14.s0.p3	P	PROTEIN2 such as PROTEIN and PROTEIN bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric PROTEIN1 .
BioInfer.d14.s0.p4	N	PROTEIN such as PROTEIN2 and PROTEIN bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric PROTEIN1 .
BioInfer.d14.s0.p5	P	PROTEIN1 such as PROTEIN2 and PROTEIN bind to phosphatidylinositol (PI) 4,5-bisphosphate (PI 4,5-P2) and regulate the concentration of monomeric PROTEIN .
BioInfer.d14.s1.p0	N	These studies suggest that PROTEIN1 and PROTEIN may control the generation of 3-OH phosphorylated phosphoinositides, which in turn may regulate the PROTEIN2 polymerization.
BioInfer.d14.s1.p1	N	These studies suggest that PROTEIN1 and PROTEIN2 may control the generation of 3-OH phosphorylated phosphoinositides, which in turn may regulate the PROTEIN polymerization.
BioInfer.d14.s1.p2	N	These studies suggest that PROTEIN and PROTEIN2 may control the generation of 3-OH phosphorylated phosphoinositides, which in turn may regulate the PROTEIN1 polymerization.
BioInfer.d14.s2.p0	N	This effect is specific to PROTEIN1 and PROTEIN because other cytoskeletal proteins such as PROTEIN or PROTEIN do not affect PROTEIN2 activity.
BioInfer.d14.s2.p1	N	This effect is specific to PROTEIN1 and PROTEIN because other cytoskeletal proteins such as PROTEIN2 or PROTEIN do not affect PROTEIN activity.
BioInfer.d14.s2.p2	N	This effect is specific to PROTEIN1 and PROTEIN because other cytoskeletal proteins such as PROTEIN or PROTEIN2 do not affect PROTEIN activity.
BioInfer.d14.s2.p3	N	This effect is specific to PROTEIN1 and PROTEIN2 because other cytoskeletal proteins such as PROTEIN or PROTEIN do not affect PROTEIN activity.
BioInfer.d14.s2.p4	P	This effect is specific to PROTEIN and PROTEIN because other cytoskeletal proteins such as PROTEIN2 or PROTEIN do not affect PROTEIN1 activity.
BioInfer.d14.s2.p5	P	This effect is specific to PROTEIN and PROTEIN because other cytoskeletal proteins such as PROTEIN or PROTEIN2 do not affect PROTEIN1 activity.
BioInfer.d14.s2.p6	N	This effect is specific to PROTEIN and PROTEIN2 because other cytoskeletal proteins such as PROTEIN or PROTEIN do not affect PROTEIN1 activity.
BioInfer.d14.s2.p7	N	This effect is specific to PROTEIN and PROTEIN because other cytoskeletal proteins such as PROTEIN1 or PROTEIN2 do not affect PROTEIN activity.
BioInfer.d14.s2.p8	N	This effect is specific to PROTEIN and PROTEIN2 because other cytoskeletal proteins such as PROTEIN1 or PROTEIN do not affect PROTEIN activity.
BioInfer.d14.s2.p9	N	This effect is specific to PROTEIN and PROTEIN2 because other cytoskeletal proteins such as PROTEIN or PROTEIN1 do not affect PROTEIN activity.
BioInfer.d15.s0.p0	P	PROTEIN1 such as PROTEIN participate in the restructuration of the PROTEIN2 cytoskeleton in plant cells.
BioInfer.d15.s0.p1	P	PROTEIN1 such as PROTEIN2 participate in the restructuration of the PROTEIN cytoskeleton in plant cells.
BioInfer.d15.s0.p2	N	PROTEIN such as PROTEIN2 participate in the restructuration of the PROTEIN1 cytoskeleton in plant cells.
BioInfer.d16.s0.p0	N	PROTEIN2 ( PROTEIN1 ) and PROTEIN define a family of PROTEIN essential for the rapid turnover of filamentous PROTEIN in vivo.
BioInfer.d16.s0.p1	N	PROTEIN ( PROTEIN1 ) and PROTEIN2 define a family of PROTEIN essential for the rapid turnover of filamentous PROTEIN in vivo.
BioInfer.d16.s0.p2	N	PROTEIN ( PROTEIN1 ) and PROTEIN define a family of PROTEIN essential for the rapid turnover of filamentous PROTEIN2 in vivo.
BioInfer.d16.s0.p3	P	PROTEIN ( PROTEIN1 ) and PROTEIN define a family of PROTEIN2 essential for the rapid turnover of filamentous PROTEIN in vivo.
BioInfer.d16.s0.p4	N	PROTEIN1 ( PROTEIN ) and PROTEIN2 define a family of PROTEIN essential for the rapid turnover of filamentous PROTEIN in vivo.
BioInfer.d16.s0.p5	N	PROTEIN1 ( PROTEIN ) and PROTEIN define a family of PROTEIN essential for the rapid turnover of filamentous PROTEIN2 in vivo.
BioInfer.d16.s0.p6	P	PROTEIN1 ( PROTEIN ) and PROTEIN define a family of PROTEIN2 essential for the rapid turnover of filamentous PROTEIN in vivo.
BioInfer.d16.s0.p7	N	PROTEIN ( PROTEIN ) and PROTEIN1 define a family of PROTEIN essential for the rapid turnover of filamentous PROTEIN2 in vivo.
BioInfer.d16.s0.p8	P	PROTEIN ( PROTEIN ) and PROTEIN1 define a family of PROTEIN2 essential for the rapid turnover of filamentous PROTEIN in vivo.
BioInfer.d16.s0.p9	P	PROTEIN ( PROTEIN ) and PROTEIN define a family of PROTEIN2 essential for the rapid turnover of filamentous PROTEIN1 in vivo.
BioInfer.d17.s0.p0	N	PROTEIN1 expression was reduced by 25-50%, relative to that of PROTEIN , in smooth muscle of KO mice, without any change in the relative distribution of the PROTEIN2 isoforms.
BioInfer.d17.s0.p1	N	PROTEIN1 expression was reduced by 25-50%, relative to that of PROTEIN2 , in smooth muscle of KO mice, without any change in the relative distribution of the PROTEIN isoforms.
