AIMed.d3.s31.p5	N	Levels of PROTEIN ( PROTEIN1 ) and PROTEIN ( PROTEIN2 ) rise in HUCs during progressive passages, whereas only PROTEIN increases in HPEC cultures.
AIMed.d3.s31.p6	N	Levels of PROTEIN ( PROTEIN1 ) and PROTEIN ( PROTEIN ) rise in HUCs during progressive passages, whereas only PROTEIN2 increases in HPEC cultures.
AIMed.d3.s31.p7	N	Levels of PROTEIN ( PROTEIN ) and PROTEIN1 ( PROTEIN2 ) rise in HUCs during progressive passages, whereas only PROTEIN increases in HPEC cultures.
AIMed.d3.s31.p8	N	Levels of PROTEIN ( PROTEIN ) and PROTEIN1 ( PROTEIN ) rise in HUCs during progressive passages, whereas only PROTEIN2 increases in HPEC cultures.
AIMed.d3.s31.p9	N	Levels of PROTEIN ( PROTEIN ) and PROTEIN ( PROTEIN1 ) rise in HUCs during progressive passages, whereas only PROTEIN2 increases in HPEC cultures.
AIMed.d3.s32.p0	N	The induced expression of PROTEIN1 , similar to PROTEIN2 , produces a senescent-like phenotype.
AIMed.d3.s33.p1	N	PROTEIN1 , PROTEIN , PROTEIN2 ( PROTEIN ) and PROTEIN ( PROTEIN ) decrease in both cell types.
AIMed.d3.s33.p2	N	PROTEIN1 , PROTEIN , PROTEIN ( PROTEIN2 ) and PROTEIN ( PROTEIN ) decrease in both cell types.
AIMed.d3.s33.p3	N	PROTEIN1 , PROTEIN , PROTEIN ( PROTEIN ) and PROTEIN2 ( PROTEIN ) decrease in both cell types.
AIMed.d3.s33.p4	N	PROTEIN1 , PROTEIN , PROTEIN ( PROTEIN ) and PROTEIN ( PROTEIN2 ) decrease in both cell types.
AIMed.d3.s33.p5	N	PROTEIN , PROTEIN1 , PROTEIN2 ( PROTEIN ) and PROTEIN ( PROTEIN ) decrease in both cell types.
AIMed.d3.s33.p6	N	PROTEIN , PROTEIN1 , PROTEIN ( PROTEIN2 ) and PROTEIN ( PROTEIN ) decrease in both cell types.
AIMed.d3.s33.p7	N	PROTEIN , PROTEIN1 , PROTEIN ( PROTEIN ) and PROTEIN2 ( PROTEIN ) decrease in both cell types.
AIMed.d3.s33.p8	N	PROTEIN , PROTEIN1 , PROTEIN ( PROTEIN ) and PROTEIN ( PROTEIN2 ) decrease in both cell types.
AIMed.d3.s33.p9	N	PROTEIN , PROTEIN , PROTEIN1 ( PROTEIN2 ) and PROTEIN ( PROTEIN ) decrease in both cell types.
AIMed.d3.s33.p11	N	PROTEIN , PROTEIN , PROTEIN1 ( PROTEIN ) and PROTEIN ( PROTEIN2 ) decrease in both cell types.
AIMed.d3.s33.p12	N	PROTEIN , PROTEIN , PROTEIN ( PROTEIN1 ) and PROTEIN2 ( PROTEIN ) decrease in both cell types.
AIMed.d3.s33.p14	N	PROTEIN , PROTEIN , PROTEIN ( PROTEIN ) and PROTEIN1 ( PROTEIN2 ) decrease in both cell types.
AIMed.d3.s34.p0	N	We find that PROTEIN1 , PROTEIN2 ( PROTEIN ) and PROTEIN ( PROTEIN ) are transiently elevated in HPECs and HUCs at the pre-senescent growth arrest, then return to low proliferating levels at terminal senescence.
AIMed.d3.s34.p1	N	We find that PROTEIN1 , PROTEIN ( PROTEIN2 ) and PROTEIN ( PROTEIN ) are transiently elevated in HPECs and HUCs at the pre-senescent growth arrest, then return to low proliferating levels at terminal senescence.
AIMed.d3.s34.p2	N	We find that PROTEIN1 , PROTEIN ( PROTEIN ) and PROTEIN2 ( PROTEIN ) are transiently elevated in HPECs and HUCs at the pre-senescent growth arrest, then return to low proliferating levels at terminal senescence.
AIMed.d3.s34.p3	N	We find that PROTEIN1 , PROTEIN ( PROTEIN ) and PROTEIN ( PROTEIN2 ) are transiently elevated in HPECs and HUCs at the pre-senescent growth arrest, then return to low proliferating levels at terminal senescence.
AIMed.d3.s34.p4	N	We find that PROTEIN , PROTEIN1 ( PROTEIN2 ) and PROTEIN ( PROTEIN ) are transiently elevated in HPECs and HUCs at the pre-senescent growth arrest, then return to low proliferating levels at terminal senescence.
AIMed.d3.s34.p5	N	We find that PROTEIN , PROTEIN1 ( PROTEIN ) and PROTEIN2 ( PROTEIN ) are transiently elevated in HPECs and HUCs at the pre-senescent growth arrest, then return to low proliferating levels at terminal senescence.
AIMed.d3.s34.p6	N	We find that PROTEIN , PROTEIN1 ( PROTEIN ) and PROTEIN ( PROTEIN2 ) are transiently elevated in HPECs and HUCs at the pre-senescent growth arrest, then return to low proliferating levels at terminal senescence.
AIMed.d3.s34.p7	N	We find that PROTEIN , PROTEIN ( PROTEIN1 ) and PROTEIN2 ( PROTEIN ) are transiently elevated in HPECs and HUCs at the pre-senescent growth arrest, then return to low proliferating levels at terminal senescence.
AIMed.d3.s35.p0	N	Analysis of PROTEIN1 , PROTEIN2 ( PROTEIN ), PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p1	N	Analysis of PROTEIN1 , PROTEIN ( PROTEIN2 ), PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p2	N	Analysis of PROTEIN1 , PROTEIN ( PROTEIN ), PROTEIN2 ( PROTEIN ), PROTEIN ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p3	N	Analysis of PROTEIN1 , PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN2 ), PROTEIN ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p4	N	Analysis of PROTEIN1 , PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN ), PROTEIN2 ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p5	N	Analysis of PROTEIN1 , PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN2 ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p6	N	Analysis of PROTEIN1 , PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN ), and PROTEIN2 ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p9	N	Analysis of PROTEIN , PROTEIN1 ( PROTEIN ), PROTEIN2 ( PROTEIN ), PROTEIN ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p10	N	Analysis of PROTEIN , PROTEIN1 ( PROTEIN ), PROTEIN ( PROTEIN2 ), PROTEIN ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p11	N	Analysis of PROTEIN , PROTEIN1 ( PROTEIN ), PROTEIN ( PROTEIN ), PROTEIN2 ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p13	N	Analysis of PROTEIN , PROTEIN1 ( PROTEIN ), PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN ), and PROTEIN2 ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p14	N	Analysis of PROTEIN , PROTEIN1 ( PROTEIN ), PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN ), and PROTEIN ( PROTEIN2 ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p15	N	Analysis of PROTEIN , PROTEIN ( PROTEIN1 ), PROTEIN2 ( PROTEIN ), PROTEIN ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p17	N	Analysis of PROTEIN , PROTEIN ( PROTEIN1 ), PROTEIN ( PROTEIN ), PROTEIN2 ( PROTEIN ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
AIMed.d3.s35.p18	N	Analysis of PROTEIN , PROTEIN ( PROTEIN1 ), PROTEIN ( PROTEIN ), PROTEIN ( PROTEIN2 ), and PROTEIN ( PROTEIN ) reveals altered expression in immortalized, non-tumorigenic HPV16 E6 and E7 prostate lines and in tumorigenic prostate cancer cells.
